COLLEGE ID,COLLEGE NAME,CAMPUS ID,CAMPUS,CITY/TOWN,POSTAL CODE,PROGRAM NAME,PROGRAM TYPE,PROGRAM CATEGORY,AUDIT,"GRADUATION RATE
(%)","GRADUATE EMPLOYMENT RATE
(%)","GRADUATE EMPLOYMENT RATE IN THE FIELD OF STUDY
(%)","GRADUATE SATISFACTION RATE
(% Satisfied)","EMPLOYER SATISFACTION RATE
(% Satisfied)","OSAP DEFAULT RATE
(%)"
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,COMMUNITY SERVICE WORKER,Community and Social Services,Community Services Worker,Y,77.5%,57.1%,28.6%,75.0%,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,COMPUTERIZED ACCOUNTING,Business,Accounting,Y,ND,SS,SS,SS,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,COMPUTERIZED OFFICE APPLICATIONS,Business,Office Administration,Y,100.0%,ND,ND,100.0%,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,E-BUSINESS DEVELOPMENT ENGINEERING,Computer and Information Technology,Information Technology,Y,SS,SS,SS,SS,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,ENTERPRISE NETWORK ENGINEERING,Computer and Information Technology,Information Technology,Y,77.8%,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,MEDICAL OFFICE ASSISTANT DIPLOMA WITH PRACTICUM,Health Services,Medical Office Administration/Management,Y,83.3%,88.9%,22.2%,100.0%,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,MEDICAL OFFICE ASSISTANT DIPLOMA,Health Services,Medical Office Administration/Management,Y,SS,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,101372,"CITI COLLEGE OF CANADIAN CAREERS, TORONTO/YORK MILLS RD.",TORONTO,M4A 2V6,OFFICE ADMINISTRATION AND ACCOUNTING SPECIALIST,Business,Office Administration,Y,SS,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,+,,,Y,97.7%,50.0%,25.0%,57.1%,ND,2.0%
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,ACCOUNTING AND PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,100.0%,50.0%,25.0%,25.0%,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,BUSINESS ADMINISTRATION,Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,COMPUTERIZED ACCOUNTING,Business,Accounting,Y,ND,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,ENTERPRISE NETWORK ENGINEERING,Computer and Information Technology,Information Technology,Y,100.0%,0.0%,0.0%,100.0%,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,MEDICAL OFFICE ASSISTANT DIPLOMA,Health Services,Medical Office Administration/Management,Y,94.1%,50.0%,25.0%,60.0%,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,NETWORK ENGINEER,Computer and Information Technology,Computer Engineering and Programming,Y,SS,ND,ND,ND,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,OFFICE ADMINISTRATION AND ACCOUNTING SPECIALIST,Business,Office Administration,Y,SS,ND,ND,SS,ND,ND
200128,1039810 ONTARIO LTD.,114072,"CITI COLLEGE OF CANADIAN CAREERS - MISSISSAUGA CAMPUS, MISSISSAUGA",MISSISSAUGA,L5B 3C2,OFFICE ASSISTANT,Business,Office Administration,Y,SS,SS,SS,SS,ND,ND
200132,1350902 ONTARIO LTD.,+,+,,,+,,,Y,95.6%,85.7%,68.0%,82.7%,100.0%,ND
200132,1350902 ONTARIO LTD.,101380,"CROSSROADS TRUCK & CAREER ACADEMY, OTTAWA",OTTAWA,K1B 3L9,+,,,Y,94.8%,81.0%,61.1%,81.9%,100.0%,ND
200132,1350902 ONTARIO LTD.,101380,"CROSSROADS TRUCK & CAREER ACADEMY, OTTAWA",OTTAWA,K1B 3L9,AZ PROGRAM PLUS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,62.5%,41.7%,66.7%,100.0%,ND
200132,1350902 ONTARIO LTD.,101380,"CROSSROADS TRUCK & CAREER ACADEMY, OTTAWA",OTTAWA,K1B 3L9,AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,98.3%,72.2%,55.6%,76.9%,100.0%,ND
200132,1350902 ONTARIO LTD.,101380,"CROSSROADS TRUCK & CAREER ACADEMY, OTTAWA",OTTAWA,K1B 3L9,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,99.1%,100.0%,75.0%,95.7%,100.0%,ND
200132,1350902 ONTARIO LTD.,101380,"CROSSROADS TRUCK & CAREER ACADEMY, OTTAWA",OTTAWA,K1B 3L9,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,55.2%,100.0%,100.0%,75.0%,ND,ND
200132,1350902 ONTARIO LTD.,103078,"CROSSROADS TRUCK & CAREER ACADEMY, SMITHS FALLS",SMITHS FALLS,K7A 1Z5,+,,,Y,98.1%,98.0%,85.7%,84.6%,100.0%,ND
200132,1350902 ONTARIO LTD.,103078,"CROSSROADS TRUCK & CAREER ACADEMY, SMITHS FALLS",SMITHS FALLS,K7A 1Z5,AZ PROGRAM PLUS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,88.9%,100.0%,75.0%,75.0%,ND,ND
200132,1350902 ONTARIO LTD.,103078,"CROSSROADS TRUCK & CAREER ACADEMY, SMITHS FALLS",SMITHS FALLS,K7A 1Z5,AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,98.2%,100.0%,96.6%,87.5%,100.0%,ND
200132,1350902 ONTARIO LTD.,103078,"CROSSROADS TRUCK & CAREER ACADEMY, SMITHS FALLS",SMITHS FALLS,K7A 1Z5,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,100.0%,93.8%,68.8%,81.3%,100.0%,ND
200134,D. & R. MACINTOSH ASSOCIATES INC.,+,+,,,+,,,Y,92.6%,82.1%,71.4%,84.4%,ND,ND
200134,D. & R. MACINTOSH ASSOCIATES INC.,101385,"VERSAILLES ACADEMY OF MAKE-UP ARTS & ESTHETICS, OTTAWA",OTTAWA,K1V 7Z8,+,,,Y,92.6%,82.1%,71.4%,84.4%,ND,5.7%
200134,D. & R. MACINTOSH ASSOCIATES INC.,101385,"VERSAILLES ACADEMY OF MAKE-UP ARTS & ESTHETICS, OTTAWA",OTTAWA,K1V 7Z8,PROFESSIONAL ESTHETICIAN,Human Services,Esthetics/Medical Esthetics,Y,87.5%,100.0%,50.0%,100.0%,ND,ND
200134,D. & R. MACINTOSH ASSOCIATES INC.,101385,"VERSAILLES ACADEMY OF MAKE-UP ARTS & ESTHETICS, OTTAWA",OTTAWA,K1V 7Z8,PROFESSIONAL HAIRSTYLIST AND MAKE-UP ARTIST,Human Services,Cosmetology/Make-up Application,Y,100.0%,66.7%,66.7%,100.0%,ND,ND
200134,D. & R. MACINTOSH ASSOCIATES INC.,101385,"VERSAILLES ACADEMY OF MAKE-UP ARTS & ESTHETICS, OTTAWA",OTTAWA,K1V 7Z8,PROFESSIONAL HAIRSTYLIST,Service Trade,Hairstylist,Y,93.8%,85.7%,71.4%,62.5%,ND,ND
200134,D. & R. MACINTOSH ASSOCIATES INC.,101385,"VERSAILLES ACADEMY OF MAKE-UP ARTS & ESTHETICS, OTTAWA",OTTAWA,K1V 7Z8,PROFESSIONAL MEDICAL ESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,90.2%,81.3%,75.0%,88.9%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,+,+,,,+,,,Y,65.6%,89.7%,80.2%,81.2%,94.1%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101400,"ONTARIO TRUCK DRIVING SCHOOL, WINDSOR",WINDSOR,N8X 4W6,+,,,Y,46.3%,89.5%,78.9%,83.3%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101400,"ONTARIO TRUCK DRIVING SCHOOL, WINDSOR",WINDSOR,N8X 4W6,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,6.7%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101400,"ONTARIO TRUCK DRIVING SCHOOL, WINDSOR",WINDSOR,N8X 4W6,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,ND,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101400,"ONTARIO TRUCK DRIVING SCHOOL, WINDSOR",WINDSOR,N8X 4W6,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,50.0%,100.0%,100.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101400,"ONTARIO TRUCK DRIVING SCHOOL, WINDSOR",WINDSOR,N8X 4W6,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,59.5%,86.7%,80.0%,78.6%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,+,,,Y,57.3%,87.5%,78.8%,75.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,AZ & 5 PIECE CONSTRUCTION FUNDAMENTALS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,78.8%,75.0%,56.3%,62.5%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,AZ PLUS TRACTOR TRAILER DRIVER,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,90.0%,100.0%,100.0%,75.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,CONSTRUCTION & AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,SS,SS,SS,SS,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,CONSTRUCTION & TRANSPORTATION EQUIPMENT OPERATOR,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver Combined,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,DZ DUMP TRUCK PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver Combined,Y,SS,SS,SS,SS,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,EXCAVATOR OPERATOR TRAINING COURSE,Construction Trade,Heavy Equipment Operator,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,FULL BZ PROGRAM,Tractor-Trailer / Driver Licensing,BZ Class Bus Driver,Y,33.3%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,9.1%,SS,SS,SS,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,GENERAL HEAVY EQUIPMENT OPERATOR,Construction Trade,Heavy Equipment Operator,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,HEAVY EQUIPMENT OPERATOR TRAINING COURSE,Construction Trade,Heavy Equipment Operator,Y,40.0%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,53.8%,66.7%,66.7%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,54.2%,100.0%,80.0%,90.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,101401,"ONTARIO TRUCK DRIVING SCHOOL, LONDON",LONDON,N6E 2Z3,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,60.0%,94.4%,91.7%,83.3%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102511,"ONTARIO TRUCK DRIVING SCHOOL, SARNIA",SARNIA,N7T 7H3,+,,,Y,64.0%,100.0%,100.0%,75.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102511,"ONTARIO TRUCK DRIVING SCHOOL, SARNIA",SARNIA,N7T 7H3,AZ PLUS TRACTOR TRAILER DRIVER,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102511,"ONTARIO TRUCK DRIVING SCHOOL, SARNIA",SARNIA,N7T 7H3,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102511,"ONTARIO TRUCK DRIVING SCHOOL, SARNIA",SARNIA,N7T 7H3,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,66.7%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102511,"ONTARIO TRUCK DRIVING SCHOOL, SARNIA",SARNIA,N7T 7H3,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,66.7%,100.0%,100.0%,66.7%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102519,"ONTARIO TRUCK DRIVING SCHOOL, CHATHAM",CHATHAM,N7M 5J5,+,,,Y,62.5%,94.1%,88.2%,80.0%,0.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102519,"ONTARIO TRUCK DRIVING SCHOOL, CHATHAM",CHATHAM,N7M 5J5,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102519,"ONTARIO TRUCK DRIVING SCHOOL, CHATHAM",CHATHAM,N7M 5J5,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,40.0%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,102519,"ONTARIO TRUCK DRIVING SCHOOL, CHATHAM",CHATHAM,N7M 5J5,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,67.7%,92.9%,85.7%,76.9%,0.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,+,,,Y,95.6%,81.6%,68.4%,83.8%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,AZ & 5 PIECE CONSTRUCTION FUNDAMENTALS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,DZ DUMP TRUCK PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver Combined,Y,100.0%,100.0%,100.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,GENERAL HEAVY EQUIPMENT OPERATOR,Construction Trade,Heavy Equipment Operator,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,60.0%,60.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,94.4%,54.5%,36.4%,72.7%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,104399,"ONTARIO TRUCK DRIVING SCHOOL, NIAGARA-ON-THE-LAKE",NIAGARA-ON-THE-LAKE,L0S 1J0,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,100.0%,100.0%,82.4%,81.3%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,+,,,Y,50.8%,95.0%,95.0%,95.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,AZ & 5 PIECE CONSTRUCTION FUNDAMENTALS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,AZ PLUS TRACTOR TRAILER DRIVER,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver Combined,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,81.8%,87.5%,87.5%,87.5%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,108180,"ONTARIO TRUCK DRIVING SCHOOL, OWEN SOUND",OWEN SOUND,N4K 2H8,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,41.9%,100.0%,100.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,135834,"ONTARIO TRUCK DRIVING SCHOOL, BRANTFORD",BRANTFORD,N3T 5L8,+,,,Y,76.5%,85.0%,80.0%,75.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,135834,"ONTARIO TRUCK DRIVING SCHOOL, BRANTFORD",BRANTFORD,N3T 5L8,AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,SS,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,135834,"ONTARIO TRUCK DRIVING SCHOOL, BRANTFORD",BRANTFORD,N3T 5L8,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,135834,"ONTARIO TRUCK DRIVING SCHOOL, BRANTFORD",BRANTFORD,N3T 5L8,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,80.0%,70.0%,70.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,135834,"ONTARIO TRUCK DRIVING SCHOOL, BRANTFORD",BRANTFORD,N3T 5L8,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,76.5%,88.9%,88.9%,77.8%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,146254,"ONTARIO TRUCK DRIVING SCHOOL, KITCHENER",KITCHENER,N2C 2G3,+,,,Y,97.1%,100.0%,78.1%,84.8%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,146254,"ONTARIO TRUCK DRIVING SCHOOL, KITCHENER",KITCHENER,N2C 2G3,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,100.0%,100.0%,100.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,146254,"ONTARIO TRUCK DRIVING SCHOOL, KITCHENER",KITCHENER,N2C 2G3,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,ND,ND,ND,ND,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,146254,"ONTARIO TRUCK DRIVING SCHOOL, KITCHENER",KITCHENER,N2C 2G3,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,100.0%,80.0%,73.3%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,146254,"ONTARIO TRUCK DRIVING SCHOOL, KITCHENER",KITCHENER,N2C 2G3,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,93.5%,100.0%,71.4%,93.3%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,+,,,Y,63.3%,91.3%,87.0%,87.0%,100.0%,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,SS,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,FULL DZ PROGRAM,Tractor-Trailer / Driver Licensing,DZ Class Truck Driver,Y,37.5%,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,TRACTOR TRAILER AZ PLUS PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,ND,SS,SS,SS,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,TRACTOR TRAILER AZ PROGRAM,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,88.9%,100.0%,100.0%,100.0%,ND,ND
200142,ONTARIO DRIVING SCHOOL OF LONDON INC.,147875,"ONTARIO TRUCK DRIVING SCHOOL, HAMILTON",HAMILTON,L8E 3P2,TRACTOR TRAILER PROGRAM (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,59.0%,91.7%,83.3%,83.3%,100.0%,ND
200147,MAX THE MUTT ANIMATION INC.,+,+,,,+,,,Y,26.2%,50.0%,33.3%,69.2%,ND,ND
200147,MAX THE MUTT ANIMATION INC.,101408,"MAX THE MUTT COLLEGE OF ANIMATION, ART & DESIGN, TORONTO",TORONTO,M4C 1M5,+,,,Y,26.2%,50.0%,33.3%,69.2%,ND,ND
